user_id,date,screen_time,steps,sleep,streak,top_emotions,mood
user275@gmail.com,2025-11-10,4.8,7710,6.19,3,"{'Joy': 40, 'Sadness': 14, 'Fear': 59, 'Anger': 0, 'Disgust': 57, 'Neutral': 97}",Neutral
user469@gmail.com,2025-12-28,2.97,11180,8.41,2,"{'Joy': 97, 'Sadness': 44, 'Fear': 56, 'Anger': 35, 'Disgust': 59, 'Neutral': 17}",Joy
user380@gmail.com,2025-02-15,8.96,3109,4.65,4,"{'Joy': 11, 'Sadness': 38, 'Fear': 46, 'Anger': 2, 'Disgust': 87, 'Neutral': 55}",Disgust
user324@gmail.com,2025-05-28,9.6,4517,5.62,7,"{'Joy': 24, 'Sadness': 19, 'Fear': 31, 'Anger': 1, 'Disgust': 87, 'Neutral': 16}",Disgust
user275@gmail.com,2025-02-26,1.91,10923,8.29,1,"{'Joy': 71, 'Sadness': 1, 'Fear': 55, 'Anger': 7, 'Disgust': 46, 'Neutral': 1}",Joy
user232@gmail.com,2025-03-29,10.17,2605,4.59,6,"{'Joy': 46, 'Sadness': 12, 'Fear': 29, 'Anger': 26, 'Disgust': 73, 'Neutral': 19}",Disgust
user483@gmail.com,2025-05-01,7.51,3693,4.66,4,"{'Joy': 26, 'Sadness': 82, 'Fear': 43, 'Anger': 48, 'Disgust': 21, 'Neutral': 55}",Sadness
user188@gmail.com,2025-03-26,8.29,3459,4.5,3,"{'Joy': 9, 'Sadness': 75, 'Fear': 50, 'Anger': 32, 'Disgust': 60, 'Neutral': 48}",Sadness
user321@gmail.com,2025-08-27,11.3,1981,4.24,6,"{'Joy': 48, 'Sadness': 19, 'Fear': 57, 'Anger': 89, 'Disgust': 37, 'Neutral': 22}",Anger
user262@gmail.com,2025-11-14,8.99,2389,4.1,6,"{'Joy': 43, 'Sadness': 53, 'Fear': 88, 'Anger': 2, 'Disgust': 32, 'Neutral': 32}",Fear
user5@gmail.com,2025-07-19,6.08,6319,6.93,2,"{'Joy': 18, 'Sadness': 14, 'Fear': 56, 'Anger': 51, 'Disgust': 42, 'Neutral': 92}",Neutral
user486@gmail.com,2025-09-02,11.75,3078,5.97,6,"{'Joy': 60, 'Sadness': 59, 'Fear': 41, 'Anger': 84, 'Disgust': 39, 'Neutral': 11}",Anger
user91@gmail.com,2025-02-16,4.17,6297,6.34,2,"{'Joy': 7, 'Sadness': 46, 'Fear': 55, 'Anger': 34, 'Disgust': 50, 'Neutral': 82}",Neutral
user51@gmail.com,2025-12-07,6.69,4588,5.14,2,"{'Joy': 49, 'Sadness': 20, 'Fear': 29, 'Anger': 52, 'Disgust': 39, 'Neutral': 79}",Neutral
user466@gmail.com,2025-11-28,6.36,7227,5.12,2,"{'Joy': 58, 'Sadness': 59, 'Fear': 3, 'Anger': 39, 'Disgust': 48, 'Neutral': 70}",Neutral
user97@gmail.com,2025-11-05,9.35,4333,4.7,7,"{'Joy': 33, 'Sadness': 14, 'Fear': 90, 'Anger': 34, 'Disgust': 20, 'Neutral': 18}",Fear
user229@gmail.com,2025-02-06,8.86,2142,4.5,4,"{'Joy': 53, 'Sadness': 6, 'Fear': 27, 'Anger': 51, 'Disgust': 94, 'Neutral': 54}",Disgust
user6@gmail.com,2025-05-09,8.6,4328,5.78,7,"{'Joy': 2, 'Sadness': 19, 'Fear': 1, 'Anger': 26, 'Disgust': 76, 'Neutral': 45}",Disgust
user263@gmail.com,2025-09-26,10.66,4744,4.18,6,"{'Joy': 20, 'Sadness': 52, 'Fear': 26, 'Anger': 24, 'Disgust': 100, 'Neutral': 7}",Disgust
user380@gmail.com,2025-05-04,9.67,2628,3.59,5,"{'Joy': 23, 'Sadness': 80, 'Fear': 40, 'Anger': 29, 'Disgust': 56, 'Neutral': 24}",Sadness
user142@gmail.com,2025-06-28,7.16,1102,3.4,4,"{'Joy': 44, 'Sadness': 96, 'Fear': 58, 'Anger': 16, 'Disgust': 55, 'Neutral': 59}",Sadness
user60@gmail.com,2025-08-04,9.46,2692,4.56,4,"{'Joy': 7, 'Sadness': 41, 'Fear': 10, 'Anger': 40, 'Disgust': 73, 'Neutral': 14}",Disgust
user74@gmail.com,2025-11-04,8.43,1323,5.66,5,"{'Joy': 59, 'Sadness': 17, 'Fear': 9, 'Anger': 25, 'Disgust': 77, 'Neutral': 21}",Disgust
user334@gmail.com,2025-04-12,10.01,2867,5.07,4,"{'Joy': 7, 'Sadness': 29, 'Fear': 13, 'Anger': 52, 'Disgust': 87, 'Neutral': 28}",Disgust
user187@gmail.com,2025-10-14,9.42,2657,4.55,6,"{'Joy': 29, 'Sadness': 72, 'Fear': 25, 'Anger': 23, 'Disgust': 14, 'Neutral': 43}",Sadness
user14@gmail.com,2025-01-06,7.11,2737,3.03,4,"{'Joy': 55, 'Sadness': 23, 'Fear': 87, 'Anger': 39, 'Disgust': 48, 'Neutral': 12}",Fear
user364@gmail.com,2025-04-14,8.2,4952,3.79,5,"{'Joy': 8, 'Sadness': 35, 'Fear': 81, 'Anger': 54, 'Disgust': 55, 'Neutral': 57}",Fear
user186@gmail.com,2025-10-25,5.64,7424,5.77,4,"{'Joy': 26, 'Sadness': 28, 'Fear': 7, 'Anger': 36, 'Disgust': 8, 'Neutral': 90}",Neutral
user411@gmail.com,2025-04-10,8.73,3030,4.13,5,"{'Joy': 20, 'Sadness': 30, 'Fear': 14, 'Anger': 44, 'Disgust': 87, 'Neutral': 20}",Disgust
user166@gmail.com,2025-03-16,2.65,8268,7.92,0,"{'Joy': 95, 'Sadness': 52, 'Fear': 57, 'Anger': 22, 'Disgust': 22, 'Neutral': 2}",Joy
user210@gmail.com,2025-02-06,9.51,2365,4.67,6,"{'Joy': 38, 'Sadness': 80, 'Fear': 17, 'Anger': 21, 'Disgust': 4, 'Neutral': 31}",Sadness
user107@gmail.com,2025-08-26,5.55,7448,6.25,1,"{'Joy': 7, 'Sadness': 4, 'Fear': 33, 'Anger': 22, 'Disgust': 34, 'Neutral': 73}",Neutral
user6@gmail.com,2025-08-20,9.59,3992,3.94,5,"{'Joy': 42, 'Sadness': 46, 'Fear': 0, 'Anger': 74, 'Disgust': 11, 'Neutral': 19}",Anger
user500@gmail.com,2025-01-19,5.5,4254,5.79,1,"{'Joy': 9, 'Sadness': 23, 'Fear': 48, 'Anger': 57, 'Disgust': 52, 'Neutral': 88}",Neutral
user47@gmail.com,2025-11-15,6.92,6484,5.76,1,"{'Joy': 52, 'Sadness': 48, 'Fear': 31, 'Anger': 49, 'Disgust': 59, 'Neutral': 90}",Neutral
user46@gmail.com,2025-02-05,1.47,8110,7.62,1,"{'Joy': 78, 'Sadness': 21, 'Fear': 7, 'Anger': 11, 'Disgust': 59, 'Neutral': 11}",Joy
user122@gmail.com,2025-10-05,8.89,4765,3.11,6,"{'Joy': 32, 'Sadness': 54, 'Fear': 90, 'Anger': 19, 'Disgust': 12, 'Neutral': 23}",Fear
user402@gmail.com,2025-10-30,6.46,6875,5.34,1,"{'Joy': 56, 'Sadness': 7, 'Fear': 32, 'Anger': 6, 'Disgust': 28, 'Neutral': 75}",Neutral
user197@gmail.com,2025-08-23,6.93,7959,5.55,2,"{'Joy': 33, 'Sadness': 20, 'Fear': 4, 'Anger': 12, 'Disgust': 13, 'Neutral': 90}",Neutral
user385@gmail.com,2025-03-24,6.43,6405,6.16,1,"{'Joy': 33, 'Sadness': 11, 'Fear': 31, 'Anger': 4, 'Disgust': 51, 'Neutral': 83}",Neutral
user199@gmail.com,2025-11-26,10.67,3901,5.48,6,"{'Joy': 52, 'Sadness': 33, 'Fear': 11, 'Anger': 82, 'Disgust': 39, 'Neutral': 59}",Anger
user311@gmail.com,2025-07-29,7.6,2308,4.92,6,"{'Joy': 52, 'Sadness': 26, 'Fear': 86, 'Anger': 25, 'Disgust': 40, 'Neutral': 32}",Fear
user269@gmail.com,2025-08-08,9.7,3265,3.1,7,"{'Joy': 52, 'Sadness': 100, 'Fear': 58, 'Anger': 38, 'Disgust': 31, 'Neutral': 58}",Sadness
user33@gmail.com,2025-04-18,9.54,2205,4.9,6,"{'Joy': 3, 'Sadness': 71, 'Fear': 42, 'Anger': 54, 'Disgust': 52, 'Neutral': 18}",Sadness
user358@gmail.com,2025-06-01,4.79,6967,7.0,2,"{'Joy': 4, 'Sadness': 17, 'Fear': 11, 'Anger': 43, 'Disgust': 53, 'Neutral': 73}",Neutral
user369@gmail.com,2025-06-29,6.61,2964,3.86,6,"{'Joy': 15, 'Sadness': 88, 'Fear': 32, 'Anger': 49, 'Disgust': 30, 'Neutral': 58}",Sadness
user143@gmail.com,2025-06-18,9.05,1960,4.79,4,"{'Joy': 22, 'Sadness': 59, 'Fear': 8, 'Anger': 25, 'Disgust': 96, 'Neutral': 30}",Disgust
user417@gmail.com,2025-07-24,10.27,2413,3.71,4,"{'Joy': 57, 'Sadness': 58, 'Fear': 88, 'Anger': 1, 'Disgust': 28, 'Neutral': 40}",Fear
user176@gmail.com,2025-12-12,3.75,9649,8.23,2,"{'Joy': 89, 'Sadness': 4, 'Fear': 35, 'Anger': 40, 'Disgust': 42, 'Neutral': 32}",Joy
user298@gmail.com,2025-03-14,9.41,4441,4.79,4,"{'Joy': 9, 'Sadness': 12, 'Fear': 44, 'Anger': 8, 'Disgust': 71, 'Neutral': 29}",Disgust
user192@gmail.com,2025-08-03,3.19,11830,8.68,2,"{'Joy': 95, 'Sadness': 58, 'Fear': 7, 'Anger': 50, 'Disgust': 37, 'Neutral': 29}",Joy
user105@gmail.com,2025-04-09,9.56,2600,5.81,6,"{'Joy': 18, 'Sadness': 8, 'Fear': 32, 'Anger': 99, 'Disgust': 43, 'Neutral': 39}",Anger
user166@gmail.com,2025-11-22,5.17,7109,6.17,1,"{'Joy': 45, 'Sadness': 25, 'Fear': 45, 'Anger': 11, 'Disgust': 8, 'Neutral': 87}",Neutral
user115@gmail.com,2025-12-02,8.42,2403,3.93,7,"{'Joy': 6, 'Sadness': 91, 'Fear': 0, 'Anger': 27, 'Disgust': 15, 'Neutral': 42}",Sadness
user251@gmail.com,2025-10-09,8.14,2059,4.69,7,"{'Joy': 59, 'Sadness': 42, 'Fear': 72, 'Anger': 48, 'Disgust': 31, 'Neutral': 26}",Fear
user160@gmail.com,2025-07-03,3.32,10166,8.07,1,"{'Joy': 75, 'Sadness': 9, 'Fear': 55, 'Anger': 18, 'Disgust': 30, 'Neutral': 49}",Joy
user375@gmail.com,2025-12-17,8.38,1432,5.05,5,"{'Joy': 54, 'Sadness': 4, 'Fear': 50, 'Anger': 53, 'Disgust': 79, 'Neutral': 49}",Disgust
user186@gmail.com,2025-03-27,5.6,7297,6.74,4,"{'Joy': 3, 'Sadness': 31, 'Fear': 45, 'Anger': 34, 'Disgust': 24, 'Neutral': 90}",Neutral
user200@gmail.com,2025-08-13,3.78,8602,7.88,1,"{'Joy': 96, 'Sadness': 38, 'Fear': 2, 'Anger': 54, 'Disgust': 6, 'Neutral': 42}",Joy
user246@gmail.com,2025-05-01,7.41,3284,3.02,4,"{'Joy': 45, 'Sadness': 33, 'Fear': 88, 'Anger': 55, 'Disgust': 18, 'Neutral': 11}",Fear
user254@gmail.com,2025-10-29,1.83,8818,7.94,0,"{'Joy': 75, 'Sadness': 26, 'Fear': 50, 'Anger': 58, 'Disgust': 27, 'Neutral': 21}",Joy
user105@gmail.com,2025-04-22,10.91,3322,3.92,7,"{'Joy': 17, 'Sadness': 33, 'Fear': 100, 'Anger': 24, 'Disgust': 45, 'Neutral': 2}",Fear
user215@gmail.com,2025-01-17,11.94,1914,5.4,5,"{'Joy': 60, 'Sadness': 13, 'Fear': 6, 'Anger': 76, 'Disgust': 34, 'Neutral': 26}",Anger
user120@gmail.com,2025-03-25,7.47,2236,3.06,5,"{'Joy': 60, 'Sadness': 51, 'Fear': 98, 'Anger': 3, 'Disgust': 25, 'Neutral': 7}",Fear
user147@gmail.com,2025-09-24,10.4,2885,5.12,5,"{'Joy': 14, 'Sadness': 60, 'Fear': 15, 'Anger': 38, 'Disgust': 94, 'Neutral': 22}",Disgust
user456@gmail.com,2025-04-01,8.01,3963,4.39,6,"{'Joy': 37, 'Sadness': 48, 'Fear': 52, 'Anger': 8, 'Disgust': 86, 'Neutral': 15}",Disgust
user239@gmail.com,2025-08-01,8.77,1163,5.99,7,"{'Joy': 41, 'Sadness': 43, 'Fear': 13, 'Anger': 43, 'Disgust': 94, 'Neutral': 59}",Disgust
user292@gmail.com,2025-09-07,7.33,3489,3.05,4,"{'Joy': 1, 'Sadness': 99, 'Fear': 9, 'Anger': 23, 'Disgust': 10, 'Neutral': 55}",Sadness
user237@gmail.com,2025-09-25,11.85,1458,4.32,5,"{'Joy': 44, 'Sadness': 42, 'Fear': 38, 'Anger': 95, 'Disgust': 23, 'Neutral': 15}",Anger
user131@gmail.com,2025-03-04,1.83,8129,7.57,1,"{'Joy': 85, 'Sadness': 4, 'Fear': 5, 'Anger': 49, 'Disgust': 2, 'Neutral': 26}",Joy
user77@gmail.com,2025-08-29,7.79,3272,4.45,6,"{'Joy': 53, 'Sadness': 57, 'Fear': 100, 'Anger': 42, 'Disgust': 53, 'Neutral': 13}",Fear
user320@gmail.com,2025-02-02,5.42,5013,6.57,4,"{'Joy': 15, 'Sadness': 17, 'Fear': 54, 'Anger': 33, 'Disgust': 36, 'Neutral': 85}",Neutral
user267@gmail.com,2025-07-23,6.62,6488,5.81,1,"{'Joy': 2, 'Sadness': 34, 'Fear': 20, 'Anger': 24, 'Disgust': 41, 'Neutral': 91}",Neutral
user242@gmail.com,2025-10-05,4.99,6878,5.15,4,"{'Joy': 48, 'Sadness': 9, 'Fear': 18, 'Anger': 9, 'Disgust': 52, 'Neutral': 95}",Neutral
user380@gmail.com,2025-08-03,10.29,2612,4.94,5,"{'Joy': 29, 'Sadness': 30, 'Fear': 20, 'Anger': 21, 'Disgust': 72, 'Neutral': 19}",Disgust
user436@gmail.com,2025-04-12,7.67,1718,4.21,7,"{'Joy': 40, 'Sadness': 89, 'Fear': 21, 'Anger': 12, 'Disgust': 14, 'Neutral': 14}",Sadness
user475@gmail.com,2025-05-09,8.54,4027,4.85,5,"{'Joy': 23, 'Sadness': 45, 'Fear': 23, 'Anger': 10, 'Disgust': 77, 'Neutral': 6}",Disgust
user444@gmail.com,2025-04-23,4.81,6801,5.94,1,"{'Joy': 9, 'Sadness': 44, 'Fear': 10, 'Anger': 11, 'Disgust': 9, 'Neutral': 83}",Neutral
user147@gmail.com,2025-09-26,10.79,1516,3.01,6,"{'Joy': 40, 'Sadness': 23, 'Fear': 27, 'Anger': 75, 'Disgust': 39, 'Neutral': 52}",Anger
user375@gmail.com,2025-02-02,9.45,2364,3.75,6,"{'Joy': 25, 'Sadness': 20, 'Fear': 77, 'Anger': 31, 'Disgust': 47, 'Neutral': 41}",Fear
user113@gmail.com,2025-04-21,11.8,1845,3.73,5,"{'Joy': 52, 'Sadness': 49, 'Fear': 49, 'Anger': 72, 'Disgust': 36, 'Neutral': 44}",Anger
user218@gmail.com,2025-04-14,6.8,4656,5.65,2,"{'Joy': 60, 'Sadness': 38, 'Fear': 55, 'Anger': 4, 'Disgust': 5, 'Neutral': 93}",Neutral
user192@gmail.com,2025-12-13,9.96,4542,5.65,5,"{'Joy': 41, 'Sadness': 45, 'Fear': 19, 'Anger': 21, 'Disgust': 89, 'Neutral': 28}",Disgust
user473@gmail.com,2025-12-20,6.41,1046,3.97,4,"{'Joy': 15, 'Sadness': 72, 'Fear': 58, 'Anger': 19, 'Disgust': 10, 'Neutral': 37}",Sadness
user367@gmail.com,2025-11-14,2.0,10113,7.42,0,"{'Joy': 70, 'Sadness': 38, 'Fear': 34, 'Anger': 59, 'Disgust': 38, 'Neutral': 60}",Joy
user379@gmail.com,2025-10-30,1.5,10708,8.09,0,"{'Joy': 98, 'Sadness': 59, 'Fear': 54, 'Anger': 50, 'Disgust': 53, 'Neutral': 25}",Joy
user176@gmail.com,2025-11-03,7.45,2295,3.76,5,"{'Joy': 18, 'Sadness': 57, 'Fear': 97, 'Anger': 4, 'Disgust': 11, 'Neutral': 7}",Fear
user261@gmail.com,2025-01-26,9.72,4230,4.24,4,"{'Joy': 18, 'Sadness': 8, 'Fear': 58, 'Anger': 57, 'Disgust': 85, 'Neutral': 6}",Disgust
user403@gmail.com,2025-12-27,5.21,7931,5.7,2,"{'Joy': 16, 'Sadness': 22, 'Fear': 52, 'Anger': 41, 'Disgust': 27, 'Neutral': 83}",Neutral
user227@gmail.com,2025-07-23,1.88,11746,8.13,0,"{'Joy': 90, 'Sadness': 57, 'Fear': 4, 'Anger': 10, 'Disgust': 32, 'Neutral': 36}",Joy
user313@gmail.com,2025-08-09,6.48,4132,5.44,2,"{'Joy': 53, 'Sadness': 50, 'Fear': 38, 'Anger': 36, 'Disgust': 58, 'Neutral': 75}",Neutral
user72@gmail.com,2025-07-12,3.08,9268,8.73,0,"{'Joy': 75, 'Sadness': 6, 'Fear': 45, 'Anger': 35, 'Disgust': 7, 'Neutral': 45}",Joy
user106@gmail.com,2025-11-18,7.16,3436,4.38,5,"{'Joy': 29, 'Sadness': 11, 'Fear': 83, 'Anger': 44, 'Disgust': 44, 'Neutral': 16}",Fear
user83@gmail.com,2025-03-02,8.91,4267,4.59,5,"{'Joy': 4, 'Sadness': 18, 'Fear': 89, 'Anger': 42, 'Disgust': 51, 'Neutral': 57}",Fear
user291@gmail.com,2025-10-10,10.94,1065,3.41,6,"{'Joy': 7, 'Sadness': 42, 'Fear': 47, 'Anger': 76, 'Disgust': 49, 'Neutral': 9}",Anger
user11@gmail.com,2025-08-31,7.98,2340,3.52,7,"{'Joy': 13, 'Sadness': 92, 'Fear': 36, 'Anger': 12, 'Disgust': 17, 'Neutral': 48}",Sadness
user142@gmail.com,2025-05-05,8.05,3994,4.56,6,"{'Joy': 9, 'Sadness': 41, 'Fear': 91, 'Anger': 14, 'Disgust': 16, 'Neutral': 48}",Fear
user292@gmail.com,2025-09-03,1.83,9304,8.2,2,"{'Joy': 84, 'Sadness': 13, 'Fear': 60, 'Anger': 11, 'Disgust': 46, 'Neutral': 52}",Joy
user414@gmail.com,2025-02-02,7.39,3720,4.04,6,"{'Joy': 31, 'Sadness': 23, 'Fear': 86, 'Anger': 55, 'Disgust': 9, 'Neutral': 8}",Fear
user37@gmail.com,2025-08-05,10.11,3196,3.87,7,"{'Joy': 35, 'Sadness': 26, 'Fear': 86, 'Anger': 53, 'Disgust': 36, 'Neutral': 38}",Fear
user166@gmail.com,2025-01-07,1.16,11126,7.61,2,"{'Joy': 95, 'Sadness': 37, 'Fear': 24, 'Anger': 48, 'Disgust': 15, 'Neutral': 5}",Joy
user473@gmail.com,2025-04-07,9.72,4856,5.14,7,"{'Joy': 15, 'Sadness': 1, 'Fear': 40, 'Anger': 55, 'Disgust': 80, 'Neutral': 13}",Disgust
user311@gmail.com,2025-10-15,9.81,3169,4.33,5,"{'Joy': 45, 'Sadness': 32, 'Fear': 74, 'Anger': 25, 'Disgust': 20, 'Neutral': 28}",Fear
user27@gmail.com,2025-04-02,5.44,6131,5.66,1,"{'Joy': 9, 'Sadness': 30, 'Fear': 26, 'Anger': 39, 'Disgust': 7, 'Neutral': 77}",Neutral
user39@gmail.com,2025-11-26,10.77,3800,4.98,7,"{'Joy': 36, 'Sadness': 6, 'Fear': 26, 'Anger': 30, 'Disgust': 76, 'Neutral': 20}",Disgust
user322@gmail.com,2025-07-01,2.76,11076,7.1,0,"{'Joy': 93, 'Sadness': 24, 'Fear': 14, 'Anger': 5, 'Disgust': 23, 'Neutral': 51}",Joy
user451@gmail.com,2025-05-21,7.59,4098,3.97,4,"{'Joy': 37, 'Sadness': 23, 'Fear': 79, 'Anger': 56, 'Disgust': 41, 'Neutral': 14}",Fear
user455@gmail.com,2025-08-16,10.79,3102,4.39,7,"{'Joy': 30, 'Sadness': 12, 'Fear': 76, 'Anger': 36, 'Disgust': 51, 'Neutral': 6}",Fear
user102@gmail.com,2025-10-25,10.88,3403,4.24,7,"{'Joy': 43, 'Sadness': 7, 'Fear': 12, 'Anger': 31, 'Disgust': 90, 'Neutral': 50}",Disgust
user275@gmail.com,2025-11-14,6.29,3543,4.02,5,"{'Joy': 7, 'Sadness': 94, 'Fear': 31, 'Anger': 0, 'Disgust': 21, 'Neutral': 52}",Sadness
user242@gmail.com,2025-07-16,7.27,1432,4.45,6,"{'Joy': 19, 'Sadness': 91, 'Fear': 55, 'Anger': 43, 'Disgust': 52, 'Neutral': 29}",Sadness
user167@gmail.com,2025-10-28,6.69,5490,6.56,2,"{'Joy': 54, 'Sadness': 11, 'Fear': 1, 'Anger': 20, 'Disgust': 22, 'Neutral': 83}",Neutral
user252@gmail.com,2025-02-01,4.1,5326,5.77,4,"{'Joy': 0, 'Sadness': 56, 'Fear': 7, 'Anger': 4, 'Disgust': 28, 'Neutral': 79}",Neutral
user277@gmail.com,2025-01-24,9.54,1815,4.24,3,"{'Joy': 10, 'Sadness': 72, 'Fear': 18, 'Anger': 53, 'Disgust': 29, 'Neutral': 10}",Sadness
user137@gmail.com,2025-09-25,10.37,4449,4.62,7,"{'Joy': 44, 'Sadness': 43, 'Fear': 70, 'Anger': 2, 'Disgust': 5, 'Neutral': 13}",Fear
user218@gmail.com,2025-09-06,7.61,4655,4.51,7,"{'Joy': 29, 'Sadness': 60, 'Fear': 85, 'Anger': 4, 'Disgust': 11, 'Neutral': 2}",Fear
user6@gmail.com,2025-10-08,7.28,1565,4.6,5,"{'Joy': 58, 'Sadness': 98, 'Fear': 31, 'Anger': 20, 'Disgust': 44, 'Neutral': 42}",Sadness
user343@gmail.com,2025-06-28,8.58,3937,5.04,7,"{'Joy': 57, 'Sadness': 40, 'Fear': 3, 'Anger': 27, 'Disgust': 97, 'Neutral': 39}",Disgust
user344@gmail.com,2025-11-03,8.83,1921,3.61,6,"{'Joy': 50, 'Sadness': 80, 'Fear': 3, 'Anger': 40, 'Disgust': 13, 'Neutral': 33}",Sadness
user220@gmail.com,2025-07-19,10.42,4925,5.39,4,"{'Joy': 9, 'Sadness': 46, 'Fear': 32, 'Anger': 8, 'Disgust': 75, 'Neutral': 11}",Disgust
user388@gmail.com,2025-12-30,8.48,3504,3.24,7,"{'Joy': 24, 'Sadness': 53, 'Fear': 99, 'Anger': 1, 'Disgust': 22, 'Neutral': 37}",Fear
user11@gmail.com,2025-08-06,1.54,8506,8.64,1,"{'Joy': 95, 'Sadness': 26, 'Fear': 59, 'Anger': 19, 'Disgust': 50, 'Neutral': 49}",Joy
user68@gmail.com,2025-06-16,3.26,8920,7.87,1,"{'Joy': 84, 'Sadness': 2, 'Fear': 36, 'Anger': 12, 'Disgust': 41, 'Neutral': 60}",Joy
user404@gmail.com,2025-05-09,5.37,6787,6.06,2,"{'Joy': 5, 'Sadness': 15, 'Fear': 6, 'Anger': 34, 'Disgust': 36, 'Neutral': 98}",Neutral
user496@gmail.com,2025-10-04,9.78,3799,3.11,7,"{'Joy': 22, 'Sadness': 35, 'Fear': 25, 'Anger': 75, 'Disgust': 22, 'Neutral': 7}",Anger
user442@gmail.com,2025-05-05,8.24,4775,4.41,6,"{'Joy': 2, 'Sadness': 15, 'Fear': 76, 'Anger': 13, 'Disgust': 52, 'Neutral': 35}",Fear
user201@gmail.com,2025-03-12,8.97,2915,4.1,6,"{'Joy': 10, 'Sadness': 74, 'Fear': 12, 'Anger': 24, 'Disgust': 25, 'Neutral': 16}",Sadness
user42@gmail.com,2025-12-19,5.31,6836,6.25,1,"{'Joy': 16, 'Sadness': 25, 'Fear': 57, 'Anger': 34, 'Disgust': 1, 'Neutral': 90}",Neutral
user151@gmail.com,2025-06-16,8.43,3034,4.72,3,"{'Joy': 16, 'Sadness': 85, 'Fear': 3, 'Anger': 45, 'Disgust': 15, 'Neutral': 31}",Sadness
user357@gmail.com,2025-02-27,9.79,1755,4.56,6,"{'Joy': 53, 'Sadness': 38, 'Fear': 48, 'Anger': 34, 'Disgust': 87, 'Neutral': 33}",Disgust
